id,region,year,manufacturer,condition,cylinders,fuel,odometer,title_status,transmission,drive,size,type,paint_color,state,price,flag,year_map,price_map,odometer_map,fold,pred
21121,central NJ,2013,ford,good,8 cylinders,gas,66089,clean,automatic,rwd,full-size,truck,black,nj,7607.0,train,9,0,0,1.0,17409.15420911623
21132,sarasota-bradenton,2013,kia,excellent,4 cylinders,gas,87885,salvage,automatic,fwd,mid-size,sedan,black,fl,7237.0,train,9,0,0,1.0,11077.903600184589
21166,vermont,2014,ford,excellent,4 cylinders,gas,126384,clean,automatic,fwd,full-size,sedan,green,-1,9399.0,train,9,0,0,1.0,9032.300912336948
21169,sacramento,2015,toyota,excellent,4 cylinders,gas,123487,clean,other,fwd,full-size,sedan,grey,ca,9630.0,train,9,0,0,1.0,6844.867614346509
21173,new haven,1986,ram,excellent,8 cylinders,gas,119408,clean,automatic,4wd,full-size,truck,green,ct,20709.0,train,6,2,0,1.0,10361.378163659108
21175,omaha / council bluffs,2015,chevrolet,like new,4 cylinders,gas,18003,clean,automatic,fwd,mid-size,sedan,blue,ia,38931.0,train,9,3,0,1.0,22592.8658378779
21191,atlanta,2008,honda,excellent,4 cylinders,gas,124151,salvage,automatic,fwd,compact,sedan,silver,ga,4055.0,train,8,0,0,1.0,5173.4011052669675
21198,winston-salem,2010,chevrolet,good,8 cylinders,gas,186892,clean,automatic,fwd,full-size,SUV,black,nc,4866.0,train,8,0,1,1.0,6945.803607367435
21201,albany,1965,ford,excellent,6 cylinders,gas,74382,clean,other,rwd,full-size,coupe,silver,ny,6158.0,train,4,0,0,1.0,14547.08213700751
21227,san diego,2016,kia,like new,4 cylinders,gas,68358,clean,automatic,fwd,full-size,sedan,black,ca,17910.0,train,9,1,0,1.0,14593.587831638142
21235,lewiston / clarkston,2013,chevrolet,excellent,6 cylinders,gas,107605,clean,automatic,fwd,full-size,other,green,id,14019.0,train,9,1,0,1.0,8750.835156660489
21238,central NJ,2012,buick,excellent,4 cylinders,gas,60382,clean,automatic,fwd,mid-size,sedan,black,nj,15188.0,train,9,1,0,1.0,14720.789305617025
21249,pueblo,2011,chevrolet,excellent,6 cylinders,gas,86168,clean,manual,rwd,full-size,truck,blue,co,6785.0,train,8,0,0,1.0,16298.088307321592
21254,modesto,2007,ford,excellent,6 cylinders,gas,126324,rebuilt,automatic,fwd,full-size,SUV,black,ca,8450.0,train,8,0,0,1.0,9707.429979526676
21258,"washington, DC",1999,ford,good,6 cylinders,diesel,116726,clean,automatic,4wd,full-size,pickup,red,dc,17572.0,train,7,1,0,1.0,16192.441078677377
21270,raleigh / durham / CH,2017,pontiac,good,4 cylinders,gas,212580,clean,automatic,fwd,compact,hatchback,red,nc,2673.0,train,9,0,1,1.0,8491.280423973374
21277,norfolk / hampton roads,2009,ford,good,4 cylinders,gas,262683,clean,automatic,fwd,full-size,sedan,silver,va,4230.0,train,8,0,1,1.0,5029.10269272824
21280,central NJ,2011,nissan,excellent,6 cylinders,diesel,119762,clean,automatic,4wd,full-size,truck,black,nj,9737.0,train,8,0,0,1.0,20548.62756407613
21281,mobile,2007,ford,good,8 cylinders,gas,175302,clean,automatic,fwd,full-size,van,silver,al,7293.0,train,8,0,0,1.0,5202.760228156097
21294,reno / tahoe,2004,dodge,fair,6 cylinders,gas,238392,clean,automatic,fwd,full-size,truck,black,ca,3926.0,train,8,0,1,1.0,4052.965162558126
21297,south coast,1976,chevrolet,excellent,4 cylinders,-1,27224,clean,automatic,fwd,mid-size,sedan,green,ma,15953.0,train,5,1,0,1.0,12925.32197433161
21303,central NJ,2015,honda,like new,4 cylinders,gas,52093,rebuilt,automatic,fwd,full-size,sedan,silver,nj,19727.0,train,9,1,0,1.0,13207.247401035314
21306,central NJ,2013,chevrolet,excellent,4 cylinders,gas,49815,clean,automatic,fwd,mid-size,sedan,black,nj,11380.0,train,9,1,0,1.0,14876.92767104582
21311,st cloud,2013,ford,like new,8 cylinders,diesel,22488,clean,automatic,4wd,full-size,truck,silver,mn,36525.0,train,9,3,0,1.0,35454.215638836584
21339,baltimore,2012,jeep,excellent,6 cylinders,gas,21521,clean,automatic,rwd,full-size,SUV,white,md,4939.0,train,9,0,0,1.0,32754.332860021437
21345,south jersey,2008,chevrolet,excellent,6 cylinders,gas,94854,clean,automatic,fwd,full-size,sedan,black,nj,2506.0,train,8,0,0,1.0,9496.537610656325
21375,appleton-oshkosh-FDL,2013,ram,excellent,6 cylinders,diesel,19673,clean,manual,4wd,full-size,pickup,black,-1,23357.0,train,9,2,0,1.0,32665.488591833215
21397,orlando,2013,nissan,excellent,4 cylinders,gas,127322,rebuilt,automatic,fwd,compact,sedan,silver,fl,1431.0,train,9,0,0,1.0,8291.844221126315
21412,pittsburgh,2008,bmw,excellent,6 cylinders,gas,160395,clean,manual,fwd,mid-size,sedan,blue,pa,26141.0,train,8,2,0,1.0,7722.796983691957
21419,rhode island,1997,toyota,like new,6 cylinders,gas,157700,clean,automatic,4wd,full-size,sedan,black,ri,22034.0,train,7,2,0,1.0,9843.466348100996
21424,santa barbara,2014,ford,excellent,4 cylinders,gas,54707,clean,automatic,4wd,mid-size,sedan,silver,ca,10341.0,train,9,0,0,1.0,17084.82182256094
21436,tri-cities,2015,ford,good,4 cylinders,gas,194947,clean,manual,fwd,mid-size,SUV,black,wa,12503.0,train,9,1,1,1.0,7714.236048999879
21459,knoxville,2016,ram,like new,6 cylinders,diesel,144438,clean,automatic,4wd,full-size,pickup,black,tn,29483.0,train,9,2,0,1.0,31882.709347020435
21465,phoenix,2016,ford,excellent,8 cylinders,diesel,22662,rebuilt,automatic,4wd,full-size,truck,black,az,42069.0,train,9,4,0,1.0,53739.47892882526
21475,new hampshire,1996,bmw,excellent,8 cylinders,gas,199922,clean,manual,4wd,full-size,SUV,black,-1,8102.0,train,7,0,1,1.0,10707.956073705242
21495,minneapolis / st paul,2012,gmc,good,6 cylinders,diesel,44147,clean,manual,fwd,full-size,truck,white,mn,19972.0,train,9,1,0,1.0,19321.862278320146
21496,corpus christi,2011,ford,good,8 cylinders,diesel,170855,clean,automatic,4wd,full-size,truck,custom,tx,14576.0,train,8,1,0,1.0,13262.075269001127
21508,las vegas,2015,chevrolet,good,4 cylinders,gas,68528,clean,automatic,fwd,mid-size,hatchback,black,nv,3927.0,train,9,0,0,1.0,17232.596702584848
21511,south jersey,2004,jeep,excellent,6 cylinders,gas,77834,clean,automatic,4wd,full-size,SUV,black,nj,6113.0,train,8,0,0,1.0,14578.547665990518
21517,central NJ,2007,nissan,excellent,6 cylinders,-1,209788,rebuilt,automatic,fwd,mid-size,sedan,silver,nj,7407.0,train,8,0,1,1.0,5796.029502736312
21525,western massachusetts,2011,toyota,excellent,6 cylinders,-1,52611,rebuilt,other,fwd,full-size,SUV,white,ma,20615.0,train,8,2,0,1.0,16929.394613962457
21537,atlanta,2010,chevrolet,excellent,6 cylinders,gas,130205,clean,automatic,fwd,full-size,SUV,black,ga,4524.0,train,8,0,0,1.0,10287.898073539121
21548,phoenix,2010,chevrolet,excellent,6 cylinders,gas,182376,clean,automatic,rwd,full-size,van,white,az,26743.0,train,8,2,1,1.0,16296.520504236702
21551,eau claire,2008,ram,excellent,6 cylinders,diesel,150444,clean,automatic,4wd,full-size,SUV,green,wi,17364.0,train,8,1,0,1.0,14911.525246224697
21552,new york city,2010,ford,excellent,6 cylinders,gas,111790,clean,automatic,fwd,mid-size,SUV,black,ny,8213.0,train,8,0,0,1.0,13945.618540528494
21554,bakersfield,1983,ford,good,4 cylinders,gas,126640,clean,automatic,fwd,full-size,truck,blue,ca,7225.0,train,6,0,0,1.0,7432.284025679544
21575,north jersey,2012,ford,excellent,6 cylinders,gas,121670,clean,automatic,4wd,full-size,truck,black,nj,16844.0,train,9,1,0,1.0,17390.434774010155
21579,wichita,2012,ford,excellent,6 cylinders,gas,97600,parts only,automatic,rwd,mid-size,sedan,black,ks,17510.0,train,9,1,0,1.0,17647.771469180847
21581,upper peninsula,2015,chevrolet,good,8 cylinders,gas,13246,clean,automatic,rwd,full-size,truck,white,mi,15641.0,train,9,1,0,1.0,36832.31904977285
21593,hartford,2011,nissan,excellent,4 cylinders,-1,80171,clean,automatic,fwd,compact,sedan,black,ct,12817.0,train,8,1,0,1.0,9106.55831734995
21602,syracuse,2013,jeep,excellent,6 cylinders,gas,139185,clean,automatic,4wd,full-size,SUV,black,ny,20879.0,train,9,2,0,1.0,13417.970706026472
21612,bismarck,1982,chevrolet,fair,6 cylinders,gas,3884,clean,manual,rwd,full-size,coupe,green,nd,7284.0,train,6,0,0,1.0,10332.870043637246
21619,nashville,2004,chrysler,excellent,4 cylinders,gas,228684,clean,automatic,fwd,full-size,sedan,white,tn,3346.0,train,8,0,1,1.0,4924.44767597629
21639,modesto,2014,bmw,excellent,4 cylinders,gas,106874,clean,other,fwd,compact,sedan,red,-1,7985.0,train,9,0,0,1.0,11137.010101215139
21641,rochester,2002,jeep,like new,4 cylinders,gas,180269,clean,automatic,4wd,full-size,SUV,silver,ny,5252.0,train,8,0,1,1.0,13825.548557087735
21676,chicago,2014,gmc,excellent,6 cylinders,gas,14335,clean,automatic,4wd,mid-size,truck,black,il,11648.0,train,9,1,0,1.0,32725.86441943213
21697,grand rapids,2015,ford,like new,4 cylinders,gas,96634,clean,automatic,fwd,mid-size,sedan,red,mi,15994.0,train,9,1,0,1.0,12248.64860021098
21712,rhode island,2012,lexus,excellent,4 cylinders,gas,149191,clean,manual,fwd,mid-size,hatchback,silver,ri,4281.0,train,9,0,0,1.0,8521.410171216376
21714,santa barbara,2014,chevrolet,excellent,4 cylinders,-1,255231,clean,automatic,fwd,compact,sedan,blue,ca,5857.0,train,9,0,1,1.0,7492.400569364257
21715,milwaukee,2011,ford,excellent,4 cylinders,gas,25021,clean,other,4wd,mid-size,sedan,blue,wi,10192.0,train,8,0,0,1.0,18480.271248248886
21726,lansing,2017,nissan,like new,4 cylinders,gas,78262,salvage,automatic,fwd,full-size,sedan,black,mi,22732.0,train,9,2,0,1.0,15075.440802240028
21752,buffalo,2010,bmw,excellent,6 cylinders,gas,43812,clean,manual,rwd,mid-size,convertible,white,ny,19997.0,train,8,1,0,1.0,21724.492747282096
21760,western slope,2011,lexus,excellent,6 cylinders,gas,172003,clean,automatic,fwd,full-size,sedan,black,co,9143.0,train,8,0,0,1.0,7745.67218203569
21767,colorado springs,2010,chevrolet,excellent,6 cylinders,gas,-1,clean,automatic,fwd,full-size,SUV,red,co,9044.0,train,8,0,0,1.0,16705.45023798434
21779,waterloo / cedar falls,2010,ford,excellent,6 cylinders,gas,153576,clean,automatic,rwd,full-size,pickup,silver,ia,19938.0,train,8,1,0,1.0,13716.07142587423
21786,cincinnati,1989,ford,fair,4 cylinders,gas,80165,clean,automatic,fwd,full-size,sedan,blue,oh,9551.0,train,6,0,0,1.0,6971.870088881349
21788,pueblo,2003,ford,fair,6 cylinders,gas,165324,clean,automatic,4wd,full-size,wagon,green,co,5276.0,train,8,0,0,1.0,5575.93836929101
21794,rochester,1999,jeep,excellent,6 cylinders,gas,183081,clean,automatic,4wd,full-size,offroad,black,ny,2773.0,train,7,0,1,1.0,14644.953006583124
21800,treasure coast,2015,chevrolet,excellent,6 cylinders,gas,19457,clean,automatic,fwd,full-size,SUV,white,fl,25631.0,train,9,2,0,1.0,24353.775934127014
21816,norfolk / hampton roads,1980,ford,good,8 cylinders,diesel,111492,clean,manual,4wd,full-size,truck,red,va,16405.0,train,5,1,0,1.0,13819.293552975867
21833,rhode island,2017,ford,excellent,6 cylinders,gas,49385,rebuilt,automatic,fwd,mid-size,sedan,black,ri,14269.0,train,9,1,0,1.0,20086.54770195155
21841,central NJ,2005,chevrolet,fair,6 cylinders,gas,288356,clean,automatic,fwd,full-size,SUV,black,nj,3677.0,train,8,0,1,1.0,4504.602035752781
21865,denver,2008,honda,excellent,4 cylinders,gas,249167,clean,automatic,fwd,mid-size,SUV,grey,co,7410.0,train,8,0,1,1.0,6089.6004756007715
21902,austin,2010,nissan,excellent,6 cylinders,gas,77645,clean,automatic,fwd,full-size,coupe,grey,-1,27057.0,train,8,2,0,1.0,10886.825091546545
21903,green bay,2016,ford,fair,6 cylinders,gas,191365,clean,manual,fwd,full-size,SUV,blue,wi,7322.0,train,9,0,1,1.0,7938.909758589003
21904,lewiston / clarkston,1997,ford,fair,6 cylinders,gas,34399,salvage,manual,rwd,full-size,convertible,green,id,16154.0,train,7,1,0,1.0,11552.52853878249
21905,champaign urbana,2003,honda,good,4 cylinders,gas,141218,clean,manual,fwd,full-size,SUV,white,il,2683.0,train,8,0,0,1.0,6594.594300244914
21920,grand rapids,2013,honda,good,4 cylinders,gas,60364,clean,automatic,fwd,full-size,sedan,black,mi,9241.0,train,9,0,0,1.0,11922.632041379587
21928,central NJ,2001,mazda,excellent,4 cylinders,gas,211928,clean,automatic,fwd,mid-size,sedan,blue,nj,5323.0,train,7,0,1,1.0,6025.316357890534
21930,tampa bay area,1984,ford,fair,8 cylinders,gas,92737,salvage,manual,rwd,full-size,other,green,fl,13729.0,train,6,1,0,1.0,6227.045550978655
21931,los angeles,2007,honda,good,6 cylinders,gas,139837,clean,automatic,fwd,mid-size,sedan,silver,ca,4762.0,train,8,0,0,1.0,5379.78754286029
21935,richmond,2002,dodge,excellent,6 cylinders,gas,92268,clean,automatic,rwd,mid-size,coupe,black,-1,6330.0,train,8,0,0,1.0,10643.33945312473
21937,central NJ,2002,ram,fair,6 cylinders,diesel,105516,clean,automatic,4wd,full-size,truck,black,-1,4307.0,train,8,0,0,1.0,18521.08715412706
21944,des moines,1973,chevrolet,good,6 cylinders,gas,49612,clean,automatic,rwd,full-size,van,white,ia,20787.0,train,5,2,0,1.0,18908.166433163853
21945,central NJ,2003,gmc,good,6 cylinders,gas,135771,clean,automatic,4wd,mid-size,SUV,blue,nj,3659.0,train,8,0,0,1.0,8675.935103843709
21952,western slope,2014,ford,excellent,4 cylinders,gas,143690,clean,automatic,4wd,mid-size,SUV,black,co,19217.0,train,9,1,0,1.0,12544.350031850552
21956,charlotte,2009,ford,good,4 cylinders,gas,41725,clean,automatic,fwd,compact,sedan,black,nc,9403.0,train,8,0,0,1.0,13771.792943354967
21958,houston,2012,ford,excellent,4 cylinders,gas,98961,clean,automatic,fwd,mid-size,truck,silver,tx,16548.0,train,9,1,0,1.0,12174.599543554668
21961,orange county,2014,chevrolet,good,6 cylinders,gas,86823,clean,automatic,fwd,full-size,coupe,blue,ca,15268.0,train,9,1,0,1.0,12274.425267879942
21983,las vegas,2018,bmw,excellent,6 cylinders,gas,5370,clean,automatic,rwd,compact,coupe,blue,nv,46524.0,train,9,4,0,1.0,26641.78982821756
21991,roswell / carlsbad,2011,nissan,excellent,4 cylinders,gas,81041,clean,automatic,fwd,mid-size,SUV,black,nm,9793.0,train,8,0,0,1.0,11775.25111438798
21997,treasure coast,1997,mitsubishi,good,6 cylinders,gas,154671,clean,manual,fwd,full-size,coupe,green,-1,7242.0,train,7,0,0,1.0,5463.321404142345
21999,kennewick-pasco-richland,2012,ford,good,4 cylinders,gas,118676,clean,manual,fwd,mid-size,convertible,green,wa,4703.0,train,9,0,0,1.0,9943.420693331855
22001,syracuse,2011,nissan,like new,4 cylinders,gas,296747,rebuilt,other,fwd,mid-size,sedan,black,ny,7068.0,train,8,0,1,1.0,7229.440177598288
22028,western massachusetts,2006,ford,excellent,6 cylinders,gas,257067,-1,automatic,rwd,full-size,-1,grey,ma,7279.0,train,8,0,1,1.0,7636.5314400329835
22034,st cloud,2017,jeep,like new,6 cylinders,gas,135959,clean,automatic,4wd,full-size,SUV,silver,mn,23693.0,train,9,2,0,1.0,19854.445995116486
22036,phoenix,2010,toyota,excellent,4 cylinders,gas,163976,clean,automatic,fwd,mid-size,sedan,black,az,5628.0,train,8,0,0,1.0,7259.829792306773
22058,wichita,2014,nissan,good,4 cylinders,gas,223636,clean,automatic,fwd,full-size,sedan,black,ks,2469.0,train,9,0,1,1.0,5471.636565811046
22064,richmond,2011,nissan,excellent,6 cylinders,gas,118105,clean,automatic,fwd,mid-size,sedan,silver,va,9060.0,train,8,0,0,1.0,6882.944015807568
22075,ft myers / SW florida,2009,dodge,excellent,6 cylinders,gas,105508,clean,automatic,rwd,full-size,mini-van,black,fl,6068.0,train,8,0,0,1.0,12276.205284969232
22079,new hampshire,2012,ford,excellent,6 cylinders,gas,89987,clean,automatic,4wd,full-size,SUV,black,nh,18927.0,train,9,1,0,1.0,15309.844507111135
22084,st cloud,1999,ford,fair,8 cylinders,gas,137135,clean,manual,rwd,full-size,truck,black,mn,4955.0,train,7,0,0,1.0,9434.05497457316
22099,south jersey,2007,hyundai,good,4 cylinders,gas,211780,clean,manual,fwd,mid-size,SUV,green,nj,5081.0,train,8,0,1,1.0,3926.1154283783617
22107,philadelphia,2008,ford,like new,6 cylinders,-1,121919,clean,automatic,fwd,full-size,sedan,silver,pa,22236.0,train,8,2,0,1.0,9873.351172756802
22115,south jersey,2002,jeep,fair,6 cylinders,gas,94054,rebuilt,automatic,4wd,full-size,pickup,silver,nj,15199.0,train,8,1,0,1.0,10812.481879999808
22125,madison,2014,bmw,excellent,6 cylinders,gas,27693,clean,automatic,fwd,mid-size,coupe,silver,wi,7420.0,train,9,0,0,1.0,18039.521086613073
22137,upper peninsula,2015,ram,excellent,6 cylinders,diesel,53357,rebuilt,automatic,4wd,full-size,truck,blue,mi,42894.0,train,9,4,0,1.0,38377.475263599925
22161,bellingham,1993,chevrolet,good,8 cylinders,gas,90580,clean,automatic,4wd,full-size,SUV,grey,wa,7810.0,train,7,0,0,1.0,10101.380970835196
22185,utica-rome-oneida,2015,honda,excellent,4 cylinders,gas,110305,clean,automatic,fwd,full-size,sedan,black,ny,19902.0,train,9,1,0,1.0,8394.624249047094
22195,south florida,2006,bmw,like new,4 cylinders,gas,89470,clean,other,fwd,full-size,SUV,black,fl,6905.0,train,8,0,0,1.0,8194.447609690304
22199,tallahassee,2013,ford,excellent,4 cylinders,gas,92509,clean,automatic,fwd,mid-size,SUV,white,fl,7653.0,train,9,0,0,1.0,12415.605098621623
22207,fargo / moorhead,1990,bmw,fair,6 cylinders,gas,123910,-1,automatic,rwd,compact,-1,custom,mn,7437.0,train,6,0,0,1.0,7387.271070492821
22213,richmond,2013,ford,good,4 cylinders,gas,77361,clean,automatic,fwd,mid-size,sedan,black,va,19212.0,train,9,1,0,1.0,9837.914028391231
22223,lincoln,1991,ford,excellent,6 cylinders,gas,151407,clean,automatic,4wd,mid-size,SUV,black,ne,35756.0,train,6,3,0,1.0,11905.081770650875
22231,new york city,2018,mazda,like new,4 cylinders,gas,100287,clean,automatic,fwd,compact,sedan,black,ny,8089.0,train,9,0,0,1.0,9513.879800275354
22233,"washington, DC",2003,ford,like new,4 cylinders,gas,123436,clean,automatic,fwd,full-size,sedan,silver,dc,8065.0,train,8,0,0,1.0,7384.6687438370345
22256,kennewick-pasco-richland,2012,fiat,like new,4 cylinders,gas,71596,clean,manual,fwd,compact,hatchback,black,wa,19167.0,train,9,1,0,1.0,11280.898904555412
22258,bozeman,1995,ford,good,6 cylinders,gas,121135,clean,automatic,4wd,full-size,pickup,grey,mt,20722.0,train,7,2,0,1.0,14597.796068713076
22269,phoenix,2010,ford,excellent,8 cylinders,gas,71655,clean,automatic,rwd,full-size,truck,white,az,17262.0,train,8,1,0,1.0,22790.063257572627
22283,tucson,2012,ford,like new,4 cylinders,gas,90728,clean,automatic,fwd,full-size,sedan,black,az,11309.0,train,9,1,0,1.0,12708.583879945409
22284,san diego,2014,mitsubishi,like new,4 cylinders,gas,117803,clean,automatic,fwd,compact,sedan,black,-1,1804.0,train,9,0,0,1.0,8776.72017503103
22290,central NJ,2014,honda,excellent,4 cylinders,gas,206821,clean,automatic,fwd,compact,sedan,silver,nj,6444.0,train,9,0,1,1.0,6578.546286696995
22294,macon / warner robins,2008,honda,fair,6 cylinders,gas,126582,clean,manual,4wd,full-size,SUV,black,ga,7661.0,train,8,0,0,1.0,7672.632958040927
22295,janesville,2005,cadillac,like new,6 cylinders,gas,271775,clean,automatic,fwd,mid-size,SUV,green,wi,3393.0,train,8,0,1,1.0,6279.446784813314
22306,nashville,2013,chevrolet,excellent,6 cylinders,gas,103604,clean,automatic,fwd,full-size,SUV,black,tn,14284.0,train,9,1,0,1.0,13346.815060017834
22309,chicago,2011,chrysler,excellent,4 cylinders,gas,174820,rebuilt,automatic,fwd,mid-size,sedan,silver,il,3153.0,train,8,0,0,1.0,7146.595264116513
22313,wausau,1930,chevrolet,fair,6 cylinders,gas,44206,rebuilt,manual,fwd,mid-size,other,orange,wi,9300.0,train,0,0,0,1.0,12355.732940138078
22323,pensacola,2013,bmw,excellent,6 cylinders,gas,95123,clean,automatic,fwd,compact,sedan,black,fl,8893.0,train,9,0,0,1.0,9777.569637982282
22330,long island,2006,ford,excellent,8 cylinders,gas,124758,clean,automatic,4wd,full-size,sedan,blue,ny,6453.0,train,8,0,0,1.0,11164.562708759151
22332,detroit metro,2016,bmw,excellent,6 cylinders,gas,18129,clean,automatic,rwd,mid-size,sedan,black,mi,18365.0,train,9,1,0,1.0,25180.584292265587
22336,florence / muscle shoals,2017,buick,like new,4 cylinders,gas,57586,clean,other,fwd,full-size,sedan,black,-1,9264.0,train,9,0,0,1.0,17281.50463593332
22339,boise,2011,ram,excellent,8 cylinders,diesel,130351,clean,automatic,4wd,full-size,truck,silver,id,19604.0,train,8,1,0,1.0,23826.012590152866
22345,mohave county,2014,chevrolet,excellent,6 cylinders,gas,106885,clean,automatic,fwd,full-size,van,white,az,4836.0,train,9,0,0,1.0,12918.328130811822
22350,rhode island,2013,bmw,excellent,4 cylinders,gas,115939,clean,automatic,4wd,mid-size,SUV,silver,ri,8263.0,train,9,0,0,1.0,14132.998817740456
22359,south jersey,2004,toyota,excellent,6 cylinders,gas,201603,clean,automatic,fwd,full-size,sedan,black,nj,2834.0,train,8,0,1,1.0,6631.195343670374
22365,"st louis, MO",2020,bmw,excellent,6 cylinders,gas,81929,clean,automatic,rwd,full-size,convertible,black,mo,17728.0,train,9,1,0,1.0,20844.647959979575
22372,albany,2012,gmc,excellent,6 cylinders,gas,110806,clean,automatic,rwd,mid-size,pickup,white,ny,20572.0,train,9,2,0,1.0,18073.930649904974
22385,grand rapids,2017,volvo,good,5 cylinders,gas,13194,salvage,manual,fwd,compact,sedan,blue,mi,11067.0,train,9,1,0,1.0,20678.335661284644
22403,rhode island,2011,ford,excellent,4 cylinders,gas,101005,clean,automatic,fwd,mid-size,sedan,grey,ri,10175.0,train,8,0,0,1.0,9843.90060080233
22405,central NJ,2008,ford,excellent,8 cylinders,diesel,114377,clean,manual,rwd,full-size,pickup,white,-1,18461.0,train,8,1,0,1.0,19854.73934730046
22423,worcester / central MA,2009,nissan,excellent,4 cylinders,gas,49736,clean,automatic,fwd,mid-size,sedan,black,ma,1818.0,train,8,0,0,1.0,8373.16228345546
22435,memphis,2008,ram,excellent,6 cylinders,diesel,78098,clean,manual,4wd,full-size,pickup,blue,tn,43004.0,train,8,4,0,1.0,20365.414215745346
22439,western slope,2007,bmw,like new,8 cylinders,gas,48499,clean,manual,rwd,full-size,truck,black,co,18905.0,train,8,1,0,1.0,18489.174713554068
22451,tallahassee,2002,ram,like new,6 cylinders,-1,161603,clean,automatic,fwd,full-size,pickup,green,-1,8425.0,train,8,0,0,1.0,9639.698709669163
22471,fayetteville,2014,ford,excellent,6 cylinders,gas,212699,clean,automatic,fwd,mid-size,SUV,silver,nc,6242.0,train,9,0,1,1.0,8247.30785384305
22485,"st louis, MO",2004,ford,excellent,6 cylinders,gas,124027,clean,automatic,rwd,full-size,sedan,black,mo,14475.0,train,8,1,0,1.0,9752.210871478304
22486,bakersfield,2005,ford,excellent,8 cylinders,gas,120395,clean,automatic,rwd,full-size,truck,custom,ca,5085.0,train,8,0,0,1.0,12754.523944126046
22487,madison,2005,chevrolet,fair,4 cylinders,gas,141278,clean,manual,fwd,full-size,sedan,green,wi,2086.0,train,8,0,0,1.0,3874.8801987370916
22492,reno / tahoe,2015,bmw,good,6 cylinders,gas,127704,clean,manual,fwd,mid-size,SUV,silver,ca,7617.0,train,9,0,0,1.0,9778.78995408052
22494,yuba-sutter,2001,ford,excellent,6 cylinders,gas,103886,clean,automatic,fwd,mid-size,sedan,white,ca,6182.0,train,7,0,0,1.0,8844.881681957559
22503,anchorage / mat-su,2013,chevrolet,excellent,8 cylinders,gas,173584,clean,automatic,4wd,full-size,truck,black,ak,8397.0,train,9,0,0,1.0,20935.96188241119
22506,grand rapids,2013,bmw,excellent,6 cylinders,gas,10470,clean,automatic,fwd,mid-size,sedan,black,mi,16851.0,train,9,1,0,1.0,18918.484813492752
22511,yuma,2012,audi,like new,8 cylinders,gas,177633,clean,automatic,4wd,mid-size,sedan,red,az,14236.0,train,9,1,1,1.0,12202.047631957488
22546,san diego,2014,chevrolet,like new,4 cylinders,-1,35069,clean,automatic,fwd,full-size,SUV,black,ca,17255.0,train,9,1,0,1.0,18966.02569366716
22556,omaha / council bluffs,2013,ford,excellent,6 cylinders,gas,-1,rebuilt,manual,fwd,mid-size,sedan,silver,ia,6883.0,train,9,0,0,1.0,14584.492788067671
22593,SF bay area,2004,bmw,excellent,6 cylinders,gas,109549,clean,automatic,fwd,mid-size,SUV,black,ca,6265.0,train,8,0,0,1.0,10397.652154815958
22594,bakersfield,2011,ford,excellent,8 cylinders,diesel,67649,rebuilt,automatic,fwd,full-size,truck,black,ca,6267.0,train,8,0,0,1.0,18765.196963500468
22611,"st louis, MO",2011,cadillac,excellent,6 cylinders,gas,137254,rebuilt,automatic,fwd,mid-size,SUV,black,mo,8907.0,train,8,0,0,1.0,11270.529815636812
22613,hartford,2012,lexus,excellent,4 cylinders,gas,52387,clean,automatic,fwd,full-size,sedan,brown,-1,9338.0,train,9,0,0,1.0,11336.754976081429
22621,chicago,2011,ford,like new,4 cylinders,gas,79832,clean,automatic,fwd,compact,coupe,red,il,13804.0,train,8,1,0,1.0,13876.951696258955
22622,pittsburgh,2013,kia,excellent,4 cylinders,gas,130515,clean,automatic,fwd,mid-size,SUV,silver,pa,7732.0,train,9,0,0,1.0,12534.320568083109
22625,las vegas,2011,bmw,excellent,6 cylinders,gas,105665,clean,automatic,fwd,mid-size,sedan,black,nv,6512.0,train,8,0,0,1.0,11336.503714598719
22626,tallahassee,2015,nissan,new,4 cylinders,gas,165673,clean,automatic,fwd,compact,hatchback,silver,fl,4265.0,train,9,0,0,1.0,5869.548277480965
22640,mcallen / edinburg,2012,chevrolet,excellent,4 cylinders,gas,85606,rebuilt,automatic,fwd,full-size,sedan,black,tx,7241.0,train,9,0,0,1.0,12206.219151653588
22657,duluth / superior,2012,kia,excellent,4 cylinders,-1,123985,clean,automatic,fwd,full-size,SUV,black,mn,15858.0,train,9,1,0,1.0,11439.902712176034
22662,detroit metro,2017,kia,like new,4 cylinders,gas,148,clean,automatic,fwd,mid-size,sedan,blue,mi,18361.0,train,9,1,0,1.0,14042.425540297847
22670,lehigh valley,2011,ford,like new,8 cylinders,gas,141463,clean,automatic,4wd,full-size,SUV,green,pa,13104.0,train,8,1,0,1.0,13704.925152846765
22672,central michigan,2017,acura,excellent,8 cylinders,gas,172793,clean,automatic,4wd,full-size,SUV,blue,mi,18531.0,train,9,1,0,1.0,16080.656934862507
22688,los angeles,2002,bmw,excellent,6 cylinders,gas,112787,clean,manual,rwd,compact,convertible,black,ca,8752.0,train,8,0,0,1.0,14073.098277672068
22690,mohave county,2008,dodge,good,6 cylinders,gas,178621,clean,manual,fwd,mid-size,SUV,orange,az,9182.0,train,8,0,1,1.0,4493.653895787627
